,Datum,Standort,Standortname,WGS84_lat,WGS84_lng,RainDur,StrGlo,T,T_max_h1,p
459,2023-06-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,16.62,,20.83,25.86,968.06
460,2023-06-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,49.85,260.06,20.29,24.91,965.64
461,2023-06-05,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.3,25.36,965.42
462,2023-06-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.04,25.54,967.75
463,2023-06-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,325.54,20.64,25.27,965.31
464,2023-06-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.25,25.22,965.99
465,2023-06-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.06,25.58,968.28
466,2023-06-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,337.38,20.73,24.96,965.86
467,2023-06-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.04,26.52,965.38
468,2023-06-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.88,26.62,967.68
469,2023-06-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,340.47,21.57,26.49,965.27
470,2023-06-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,5.9,,20.81,27.01,963.36
471,2023-06-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,14.48,,21.24,27.65,965.7
472,2023-06-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,8.93,322.42,21.26,27.06,963.26
473,2023-06-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.9,28.09,961.62
474,2023-06-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,22.47,28.57,963.89
475,2023-06-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,347.17,22.37,27.99,961.52
476,2023-06-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.66,27.11,962.4
477,2023-06-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.56,27.43,964.67
478,2023-06-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,323.04,22.95,27.3,962.32
479,2023-06-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.41,26.84,963.73
480,2023-06-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.12,27.42,966.05
481,2023-06-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,339.66,22.81,26.94,963.65
482,2023-06-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,2.43,,21.92,26.68,962.61
483,2023-06-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,22.78,27.44,964.87
484,2023-06-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,353.3,22.41,26.79,962.49
485,2023-06-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.61,25.31,960.15
486,2023-06-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.38,25.65,962.44
487,2023-06-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,355.04,21.15,25.58,960.04
488,2023-06-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.67,25.76,962.19
489,2023-06-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.64,26.25,964.5
490,2023-06-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,358.61,21.24,25.87,962.06
491,2023-06-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.88,25.75,965.89
492,2023-06-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.87,26.18,968.16
493,2023-06-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,281.39,21.38,25.5,965.76
494,2023-06-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,50.94,,21.57,26.79,966.99
495,2023-06-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,47.77,,22.1,27.01,969.28
496,2023-06-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,77.47,316.88,22.02,27.06,966.86
497,2023-06-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.55,28.22,965.55
498,2023-06-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.14,28.07,967.87
499,2023-06-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,326.03,23.04,27.88,965.46
500,2023-06-18,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,3.88,,23.81,30.49,963.66
501,2023-06-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,24.64,31.26,965.92
502,2023-06-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.87,289.27,24.23,30.44,963.59
503,2023-06-19,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,131.0,,23.48,28.62,964.71
504,2023-06-19,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,23.98,30.15,966.97
505,2023-06-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,171.73,277.97,24.05,29.5,964.62
506,2023-06-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,192.12,,24.05,30.15,964.25
507,2023-06-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,24.81,30.81,966.52
508,2023-06-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,219.98,277.38,24.77,30.19,964.18
509,2023-06-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,16.42,,23.22,26.53,967.7
510,2023-06-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,24.23,27.51,969.94
511,2023-06-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,19.63,237.3,23.97,27.12,967.6
512,2023-06-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,143.43,,22.32,28.09,966.41
513,2023-06-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,22.89,28.87,968.69
514,2023-06-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,167.98,182.63,22.84,28.27,966.33
515,2023-06-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,184.92,,20.49,25.42,973.26
516,2023-06-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,21.19,25.17,975.58
517,2023-06-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,208.55,278.86,21.08,25.28,973.16
518,2023-06-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.46,26.27,972.97
519,2023-06-24,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,22.32,26.66,975.23
520,2023-06-24,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,355.71,21.94,26.08,972.87
521,2023-06-25,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.02,,23.39,29.44,967.85
522,2023-06-25,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,,,24.15,29.67,970.13
523,2023-06-25,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,357.45,23.73,29.2,967.76
524,2023-06-26,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,24.75,29.94,968.08
525,2023-06-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,316.31,25.31,30.46,968.04
526,2023-06-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.56,25.69,969.64
527,2023-06-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,280.0,22.08,25.03,969.55
528,2023-06-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.03,25.87,967.84
529,2023-06-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,261.09,21.5,25.59,967.81
530,2023-06-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,5.1,,22.47,28.35,964.94
531,2023-06-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,3.38,256.4,22.76,28.15,964.89
532,2023-06-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,166.65,,19.39,21.9,963.47
533,2023-06-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,203.72,91.79,19.78,21.82,963.4
534,2023-07-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,65.28,,19.6,23.54,962.4
535,2023-07-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,174.1,,19.72,23.56,964.72
536,2023-07-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,79.7,191.19,19.69,23.53,962.29
537,2023-07-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,75.32,,20.06,23.03,964.25
538,2023-07-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,131.85,,20.18,23.33,966.54
539,2023-07-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,67.53,181.9,20.19,22.91,964.14
540,2023-07-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.41,24.89,965.7
541,2023-07-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.78,25.15,967.98
542,2023-07-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,282.4,21.6,24.96,965.59
543,2023-07-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,5.7,,22.13,26.59,965.51
544,2023-07-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,4.13,,22.62,26.33,967.77
545,2023-07-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,271.78,22.37,26.21,965.41
546,2023-07-05,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,231.35,,19.17,21.52,966.25
547,2023-07-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,265.68,,19.71,21.37,968.53
548,2023-07-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,232.6,124.69,19.48,21.0,966.1
549,2023-07-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.01,26.25,967.78
550,2023-07-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.32,26.03,970.05
551,2023-07-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,4.67,301.07,21.18,25.89,967.67
552,2023-07-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.03,,24.18,30.87,968.36
553,2023-07-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.81,31.57,970.65
554,2023-07-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,342.03,24.46,30.71,968.31
555,2023-07-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,147.03,,23.73,29.54,969.62
556,2023-07-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,136.37,,24.57,30.16,971.9
557,2023-07-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,184.12,224.2,24.17,29.14,969.6
558,2023-07-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.07,,27.29,34.78,970.2
559,2023-07-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,27.74,34.89,972.52
560,2023-07-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,331.94,27.69,34.46,970.28
561,2023-07-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,15.98,,26.29,31.39,971.11
562,2023-07-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,33.35,,26.82,31.57,973.41
563,2023-07-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,22.97,272.07,26.78,31.28,971.13
564,2023-07-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,130.1,,27.74,35.66,965.91
565,2023-07-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,125.28,,28.25,36.02,968.19
566,2023-07-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,149.73,317.48,28.27,35.8,965.93
567,2023-07-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,290.92,,21.7,24.77,965.38
568,2023-07-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,512.18,,21.8,25.0,967.68
569,2023-07-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,428.08,128.3,22.32,24.89,965.28
570,2023-07-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,103.92,,20.6,24.95,968.69
571,2023-07-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,183.1,,20.78,24.7,971.03
572,2023-07-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,178.2,190.0,20.97,24.81,968.59
573,2023-07-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.7,29.14,965.75
574,2023-07-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.1,29.56,968.05
575,2023-07-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,334.26,23.15,29.19,965.65
576,2023-07-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,56.25,,26.19,33.1,961.85
577,2023-07-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,105.83,,26.76,34.61,964.13
578,2023-07-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,77.72,288.79,26.78,33.86,961.83
579,2023-07-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,139.75,,20.6,24.97,968.26
580,2023-07-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,281.73,,21.06,25.28,970.54
581,2023-07-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,175.6,223.42,21.17,24.78,968.13
582,2023-07-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,32.57,,22.61,27.12,970.73
583,2023-07-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,64.15,,23.22,27.9,973.02
584,2023-07-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,33.93,292.64,23.21,27.44,970.68
585,2023-07-18,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,61.23,,23.31,26.93,968.35
586,2023-07-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,35.97,,23.8,27.33,970.63
587,2023-07-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,83.17,216.33,23.81,27.23,968.3
588,2023-07-19,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,24.82,28.79,965.1
589,2023-07-19,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,25.47,29.18,967.36
590,2023-07-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,278.41,25.49,29.27,965.01
591,2023-07-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.82,26.15,964.44
592,2023-07-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.47,26.53,966.7
593,2023-07-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,290.03,23.45,26.72,964.35
594,2023-07-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,92.17,,19.8,23.17,963.19
595,2023-07-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,94.57,,20.36,23.5,965.49
596,2023-07-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,114.32,156.51,20.26,23.33,963.09
597,2023-07-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,23.55,,21.33,26.69,966.45
598,2023-07-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,4.27,,21.88,26.6,968.72
599,2023-07-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,18.28,276.65,21.75,26.42,966.33
600,2023-07-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,23.22,29.67,964.26
601,2023-07-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.7,30.04,966.53
602,2023-07-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.43,302.04,23.69,29.62,964.18
603,2023-07-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,130.85,,20.11,22.04,959.61
604,2023-07-24,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,208.28,,20.62,23.02,961.87
605,2023-07-24,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,185.98,149.86,21.0,22.98,959.5
606,2023-07-25,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,251.75,,18.14,21.38,958.5
607,2023-07-25,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,259.83,,18.36,22.38,960.8
608,2023-07-25,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,275.49,178.39,18.71,22.08,958.43
609,2023-07-26,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,189.18,,15.19,18.84,966.48
610,2023-07-26,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,143.82,,15.37,18.75,968.82
611,2023-07-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,205.95,189.77,15.61,18.78,966.29
612,2023-07-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.7,23.82,963.61
613,2023-07-27,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,18.81,23.91,965.9
614,2023-07-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,214.42,18.98,23.9,963.46
615,2023-07-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,93.62,,20.73,26.42,962.59
616,2023-07-28,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,99.57,,21.02,27.41,964.89
617,2023-07-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,136.89,202.15,21.39,26.86,962.51
618,2023-07-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,199.58,,19.84,24.94,963.6
619,2023-07-29,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,158.08,,20.33,26.09,965.93
620,2023-07-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,311.33,139.67,20.65,25.43,963.52
621,2023-07-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.73,24.46,966.63
622,2023-07-30,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.21,24.95,968.92
623,2023-07-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,252.35,21.15,24.61,966.52
624,2023-07-31,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.1,24.73,965.28
625,2023-07-31,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.72,25.32,967.58
626,2023-07-31,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,265.96,20.67,24.71,965.16
627,2023-08-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,350.14,,18.59,22.33,958.76
628,2023-08-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,328.72,,19.44,23.02,961.05
629,2023-08-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,428.03,94.11,19.35,22.87,958.67
630,2023-08-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,125.2,,21.07,28.61,954.58
631,2023-08-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,148.95,,21.38,29.08,956.9
632,2023-08-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,209.53,229.74,21.54,28.56,954.55
633,2023-08-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.47,24.48,958.74
634,2023-08-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.1,24.37,961.04
635,2023-08-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,293.85,20.98,24.35,958.69
636,2023-08-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,217.72,,17.64,21.57,963.2
637,2023-08-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,268.37,,17.77,21.07,965.54
638,2023-08-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,287.63,184.71,18.14,21.07,963.09
639,2023-08-05,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,59.12,,17.61,21.38,964.26
640,2023-08-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,79.08,,17.81,21.3,966.6
641,2023-08-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,97.48,252.67,18.04,20.98,964.1
642,2023-08-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,326.45,,14.66,16.13,964.0
643,2023-08-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,311.86,,14.94,16.54,966.38
644,2023-08-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,408.65,129.49,15.09,16.83,963.88
645,2023-08-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,79.35,,14.81,17.97,969.95
646,2023-08-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,47.63,,14.98,18.09,972.32
647,2023-08-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,73.05,188.58,15.0,17.74,969.86
648,2023-08-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,17.09,22.35,968.58
649,2023-08-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,17.26,22.08,970.91
650,2023-08-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,257.25,17.42,21.84,968.44
651,2023-08-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,31.25,,19.58,22.88,968.48
652,2023-08-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,8.93,,20.03,23.74,970.76
653,2023-08-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,41.57,148.03,19.81,23.51,968.37
654,2023-08-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.71,27.7,970.19
655,2023-08-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,22.31,27.6,972.49
656,2023-08-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,2.45,296.11,22.09,27.39,970.13
657,2023-08-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,23.51,29.52,971.32
658,2023-08-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.05,30.41,973.6
659,2023-08-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,294.39,24.09,30.03,971.28
660,2023-08-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,60.2,,23.56,28.58,969.68
661,2023-08-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,48.37,,23.92,29.1,971.98
662,2023-08-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,62.0,188.04,24.23,28.66,969.69
663,2023-08-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,32.62,,24.14,29.89,968.19
664,2023-08-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,4.73,,24.67,30.99,970.46
665,2023-08-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,35.0,245.59,24.69,30.02,968.19
666,2023-08-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,4.47,,25.35,30.27,966.26
667,2023-08-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.67,,25.82,30.56,968.52
