,Datum,Standort,Standortname,WGS84_lat,WGS84_lng,RainDur,StrGlo,T,T_max_h1,p
250,2023-03-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,490.52,60.0,8.2,11.45,958.0
251,2023-03-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,65.25,,5.74,7.63,967.02
252,2023-03-27,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,55.25,,5.84,7.52,969.45
253,2023-03-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,89.45,98.75,5.98,7.51,966.87
254,2023-03-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,25.85,,6.34,9.98,974.28
255,2023-03-28,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,28.68,,6.39,9.92,976.8
256,2023-03-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,42.25,223.48,6.39,9.9,974.12
257,2023-03-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,84.92,,11.32,17.15,969.16
258,2023-03-29,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,79.69,,11.4,17.25,971.51
259,2023-03-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,136.73,118.77,11.23,16.66,969.03
260,2023-03-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,172.29,,13.37,15.72,964.85
261,2023-03-30,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,134.17,,13.53,15.87,967.26
262,2023-03-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,184.78,68.52,13.61,15.59,964.76
263,2023-03-31,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,119.9,,10.98,14.97,957.33
264,2023-03-31,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,143.37,,11.18,15.5,959.8
265,2023-03-31,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,195.97,89.53,11.13,15.07,957.23
266,2023-04-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,221.42,,8.87,11.32,957.86
267,2023-04-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,167.45,,9.24,11.53,960.21
268,2023-04-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,261.6,103.17,9.05,11.2,957.76
269,2023-04-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,169.32,,9.62,13.34,964.49
270,2023-04-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,150.93,,9.7,13.14,966.83
271,2023-04-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,212.03,184.99,9.82,13.65,964.29
272,2023-04-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,5.22,7.9,971.15
273,2023-04-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,8.68,,5.44,7.82,973.54
274,2023-04-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,78.03,5.48,8.5,970.88
275,2023-04-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,3.65,7.74,970.34
276,2023-04-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,3.92,7.56,972.69
277,2023-04-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,253.5,3.89,7.62,970.07
278,2023-04-05,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,4.79,9.25,968.79
279,2023-04-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,5.03,9.27,971.14
280,2023-04-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,252.24,5.27,9.66,968.5
281,2023-04-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,7.64,12.94,968.11
282,2023-04-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,7.97,12.8,970.51
283,2023-04-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,226.44,7.9,12.71,967.87
284,2023-04-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,60.55,,7.87,9.18,966.31
285,2023-04-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,65.5,,8.01,9.73,968.65
286,2023-04-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,88.8,94.66,7.96,9.49,966.06
287,2023-04-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,18.43,,8.42,10.93,970.34
288,2023-04-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,37.83,,8.46,11.62,972.72
289,2023-04-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,54.03,110.23,8.5,10.88,970.19
290,2023-04-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,8.76,13.16,971.47
291,2023-04-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,9.16,12.99,973.83
292,2023-04-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,259.27,9.16,13.27,971.27
293,2023-04-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,1.67,,11.26,17.14,969.4
294,2023-04-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,1.12,,11.86,17.59,971.77
295,2023-04-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,2.67,225.12,11.62,17.24,969.26
296,2023-04-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,342.98,,11.15,14.62,966.12
297,2023-04-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,329.58,,11.31,15.53,968.56
298,2023-04-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,480.62,86.22,11.4,15.13,966.03
299,2023-04-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,395.0,,9.95,14.38,956.96
300,2023-04-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,289.15,,10.11,14.82,959.36
301,2023-04-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,511.32,105.98,10.32,14.3,956.83
302,2023-04-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,191.47,,6.74,9.8,958.28
303,2023-04-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,155.65,,7.12,10.63,960.72
304,2023-04-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,248.6,134.26,7.19,9.79,958.21
305,2023-04-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,8.28,12.86,958.32
306,2023-04-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,8.27,12.22,960.79
307,2023-04-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,262.16,8.64,12.75,958.25
308,2023-04-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,155.22,,8.26,10.49,959.79
309,2023-04-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,175.12,,8.18,10.24,962.16
310,2023-04-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,186.18,100.07,8.4,10.22,959.58
311,2023-04-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,1193.87,,8.14,9.09,968.86
312,2023-04-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,1135.52,,8.01,9.14,971.2
313,2023-04-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,1301.05,47.29,8.52,9.43,968.65
314,2023-04-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,410.83,,9.91,14.26,968.75
315,2023-04-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,405.37,,9.99,14.58,971.11
316,2023-04-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,469.05,196.01,10.22,14.3,968.57
317,2023-04-18,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,11.29,15.64,967.57
318,2023-04-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,11.6,15.84,969.99
319,2023-04-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,176.75,11.48,15.58,967.34
320,2023-04-19,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,104.83,,10.07,12.74,967.3
321,2023-04-19,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,62.05,,10.28,13.1,969.8
322,2023-04-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,105.63,70.84,10.26,12.75,967.22
323,2023-04-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,331.56,,5.91,6.91,962.07
324,2023-04-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,370.24,,5.98,6.93,964.36
325,2023-04-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,496.65,40.43,6.47,7.4,961.72
326,2023-04-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.3,,8.57,13.0,961.26
327,2023-04-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,8.95,13.66,963.63
328,2023-04-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,156.92,8.89,13.03,960.99
329,2023-04-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,14.28,,12.64,19.0,961.07
330,2023-04-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,33.45,,13.26,20.16,963.42
331,2023-04-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,15.48,185.64,13.16,19.31,960.88
332,2023-04-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,301.33,,13.39,17.99,959.78
333,2023-04-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,248.71,,13.7,18.35,962.16
334,2023-04-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,390.93,184.01,13.73,18.14,959.7
335,2023-04-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,143.76,,11.01,13.46,960.94
336,2023-04-24,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,140.74,,11.25,13.57,963.34
337,2023-04-24,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,181.78,177.82,11.25,13.54,960.82
338,2023-04-25,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,165.49,,9.1,11.19,962.98
339,2023-04-25,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,109.85,,9.32,11.81,965.37
340,2023-04-25,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,170.83,145.93,9.32,10.93,962.82
341,2023-04-26,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.88,,10.44,14.51,966.06
342,2023-04-26,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,7.82,,10.75,14.87,968.43
343,2023-04-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,8.08,213.21,10.92,14.69,965.89
344,2023-04-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,72.95,,14.07,19.18,966.53
345,2023-04-27,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,63.32,,14.36,18.97,968.99
346,2023-04-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,116.03,226.65,14.41,18.73,966.42
347,2023-04-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,528.97,,13.11,14.57,965.17
348,2023-04-28,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,501.83,,12.88,14.19,967.52
349,2023-04-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,776.61,61.01,13.59,15.21,965.03
350,2023-04-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,10.1,,16.22,21.52,965.19
351,2023-04-29,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,23.53,,16.16,20.8,967.58
352,2023-04-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,35.37,229.79,16.52,20.75,965.08
353,2023-04-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,14.07,16.43,966.06
354,2023-04-30,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,14.59,17.06,968.54
355,2023-04-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,130.06,14.23,16.48,965.97
356,2023-05-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,545.65,,12.02,13.72,965.6
357,2023-05-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,555.55,,12.21,14.1,968.0
358,2023-05-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,697.65,92.47,12.5,13.9,965.48
359,2023-05-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,67.18,,12.53,15.7,970.69
360,2023-05-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,54.18,,12.71,16.34,973.08
361,2023-05-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,121.18,163.25,12.74,15.32,970.6
362,2023-05-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,13.36,18.56,971.21
363,2023-05-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,13.83,18.5,973.73
364,2023-05-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,298.99,13.69,18.26,971.17
365,2023-05-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,16.63,23.52,968.17
366,2023-05-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,17.15,23.93,970.65
367,2023-05-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,299.91,16.88,23.48,968.21
368,2023-05-05,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,4.77,,18.03,23.47,967.43
369,2023-05-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,5.27,,18.35,23.96,969.89
370,2023-05-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,10.77,223.67,18.43,23.55,967.45
371,2023-05-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.05,22.45,966.17
372,2023-05-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,18.55,,18.38,22.8,968.6
373,2023-05-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,221.54,18.3,22.27,966.08
374,2023-05-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,360.25,,16.14,21.68,966.52
375,2023-05-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,356.37,,16.26,22.3,968.95
376,2023-05-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,435.28,171.12,16.56,21.75,966.47
377,2023-05-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,154.1,,15.24,18.37,970.05
378,2023-05-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,25.33,,15.75,18.68,972.52
379,2023-05-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,252.25,139.3,15.86,18.1,970.11
380,2023-05-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,473.35,,16.01,20.64,964.68
381,2023-05-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,459.62,,16.65,21.54,967.09
382,2023-05-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,452.37,154.8,16.51,20.68,964.6
383,2023-05-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,94.03,,12.83,14.0,964.27
384,2023-05-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,133.55,,12.87,14.29,966.64
385,2023-05-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,182.82,89.01,13.21,13.98,964.16
386,2023-05-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,127.25,,11.76,13.94,964.03
387,2023-05-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,198.68,,11.76,13.74,966.37
388,2023-05-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,239.51,121.34,12.02,13.57,963.87
389,2023-05-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.37,,13.63,17.22,962.9
390,2023-05-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.57,,13.88,17.72,965.24
391,2023-05-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.02,207.77,13.84,17.33,962.73
392,2023-05-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,17.35,,12.9,15.01,965.57
393,2023-05-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,29.72,,13.14,15.21,967.84
394,2023-05-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,70.87,135.42,13.18,14.95,965.3
395,2023-05-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,227.37,,12.27,14.75,964.3
396,2023-05-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,248.43,,12.43,15.02,966.58
397,2023-05-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,323.65,123.91,12.7,14.91,964.06
398,2023-05-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,128.68,,12.56,15.79,963.3
399,2023-05-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,129.13,,12.74,16.91,965.64
400,2023-05-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,167.97,161.31,12.96,15.8,963.13
401,2023-05-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,173.72,,11.39,13.23,964.34
402,2023-05-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,203.1,,11.62,13.62,966.65
403,2023-05-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,180.6,46.85,12.02,13.55,964.12
404,2023-05-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.17,,11.12,13.39,970.28
405,2023-05-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,5.68,,11.55,13.99,972.65
406,2023-05-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,156.98,11.19,13.46,970.15
407,2023-05-18,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,11.45,14.29,969.63
408,2023-05-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,11.87,14.78,972.0
409,2023-05-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,112.06,11.44,14.24,969.48
410,2023-05-19,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,12.6,15.01,968.33
411,2023-05-19,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,12.9,15.64,970.67
412,2023-05-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,118.38,12.59,15.1,968.12
413,2023-05-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,9.77,,14.5,17.68,964.21
414,2023-05-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,21.65,,14.91,18.09,966.5
415,2023-05-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,12.6,125.73,14.75,17.61,964.03
416,2023-05-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.48,24.46,961.68
417,2023-05-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.17,25.06,964.04
418,2023-05-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,266.84,18.86,24.42,961.54
419,2023-05-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,14.25,,20.55,25.98,963.45
420,2023-05-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,53.38,,20.83,27.01,965.76
421,2023-05-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,26.82,294.25,20.95,25.86,963.37
422,2023-05-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,84.76,,18.43,22.24,966.12
423,2023-05-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,105.5,,18.6,23.35,968.46
424,2023-05-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,115.53,211.5,18.75,22.17,965.99
425,2023-05-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,67.88,,13.56,14.67,967.99
426,2023-05-24,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,121.03,,13.75,15.23,970.4
427,2023-05-24,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,206.24,66.89,13.97,15.55,967.78
428,2023-05-25,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,67.05,,15.19,19.75,969.53
429,2023-05-25,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,63.77,,15.55,19.94,971.86
430,2023-05-25,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,102.33,217.73,15.39,19.35,969.39
431,2023-05-26,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.95,24.89,971.31
432,2023-05-26,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.59,24.85,973.61
433,2023-05-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,332.33,19.34,24.5,971.24
434,2023-05-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.3,24.21,969.12
435,2023-05-27,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.03,24.76,971.49
436,2023-05-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,332.49,19.57,24.29,969.02
437,2023-05-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.21,24.57,965.66
438,2023-05-28,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.13,24.9,967.96
439,2023-05-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,332.01,19.65,24.51,965.53
440,2023-05-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.61,25.22,965.72
441,2023-05-29,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.69,25.68,968.02
442,2023-05-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,339.8,20.25,25.12,965.58
443,2023-05-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.65,24.53,967.27
444,2023-05-30,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.45,24.9,969.65
445,2023-05-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,329.1,20.04,24.54,967.14
446,2023-05-31,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.97,25.1,966.44
447,2023-05-31,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.63,25.63,968.77
448,2023-05-31,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,339.02,20.22,24.9,966.3
449,2023-06-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.64,26.36,965.9
450,2023-06-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.55,26.27,968.18
451,2023-06-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,331.74,21.1,25.9,965.78
452,2023-06-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.51,26.39,963.91
453,2023-06-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,22.02,26.91,966.26
454,2023-06-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,338.67,21.83,26.75,963.83
455,2023-06-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.37,25.67,964.52
456,2023-06-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.04,26.07,966.83
457,2023-06-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,335.2,20.84,25.6,964.42
458,2023-06-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,27.78,,19.85,24.91,965.77
